city,number_of_bedrooms,number_of_bathrooms,furnished,power_supply_hours,security_level,estate_type,proximity_to_road,parking_space,monthly_rent
Ibadan,2,1,Yes,20,High,Estate,Near,Yes,450000
Benin,3,3,No,24,Low,Estate,Far,No,385000
Lagos,3,2,No,4,High,Estate,Near,Yes,690000
Ibadan,2,1,Yes,12,Low,Non-Estate,Far,No,265000
Port Harcourt,2,1,Yes,12,Low,Estate,Near,No,455000
Abuja,2,2,No,4,Medium,Non-Estate,Near,No,410000
Lagos,5,3,No,8,Medium,Estate,Near,No,1160000
Benin,1,1,No,8,High,Non-Estate,Far,No,160000
Lagos,2,2,No,12,Medium,Non-Estate,Near,No,495000
Abuja,1,1,Yes,16,Low,Estate,Near,Yes,675000
Lagos,2,1,No,16,Medium,Estate,Far,Yes,605000
Benin,3,2,No,4,Medium,Non-Estate,Far,No,180000
Port Harcourt,2,1,Yes,16,Medium,Non-Estate,Far,Yes,475000
Ibadan,1,1,No,16,Medium,Non-Estate,Near,Yes,190000
Lagos,2,1,Yes,20,Low,Estate,Far,No,740000
Port Harcourt,1,1,Yes,12,Medium,Non-Estate,Near,No,350000
Port Harcourt,1,1,Yes,20,Medium,Non-Estate,Near,No,465000
Ibadan,4,4,No,20,Medium,Non-Estate,Near,Yes,625000
Benin,3,2,No,12,Medium,Non-Estate,Near,No,305000
Lagos,4,3,No,8,Low,Non-Estate,Near,Yes,840000
Port Harcourt,4,3,Yes,20,Low,Estate,Near,No,1200000
Lagos,3,3,No,16,Medium,Estate,Far,Yes,805000
Abuja,1,1,No,20,Low,Non-Estate,Near,No,410000
Lagos,3,3,No,16,Medium,Non-Estate,Near,Yes,815000
Abuja,4,4,No,12,High,Estate,Near,Yes,1485000
Abuja,3,2,No,4,Medium,Non-Estate,Far,Yes,555000
Port Harcourt,3,2,Yes,8,Medium,Non-Estate,Near,Yes,675000
Abuja,2,1,No,24,Medium,Estate,Near,No,915000
Ibadan,4,2,No,8,Medium,Estate,Near,Yes,445000
Abuja,3,2,No,4,High,Non-Estate,Far,Yes,645000
Lagos,5,3,Yes,16,High,Estate,Near,Yes,2060000
Ibadan,2,1,Yes,16,Medium,Estate,Near,No,330000
Lagos,2,1,No,8,Medium,Estate,Near,Yes,455000
Abuja,2,1,Yes,8,High,Estate,Far,Yes,855000
Port Harcourt,3,3,Yes,12,Low,Non-Estate,Near,No,700000
Abuja,2,1,No,0,High,Non-Estate,Far,No,390000
Lagos,1,1,No,16,High,Non-Estate,Near,No,480000
Abuja,5,3,No,8,Low,Non-Estate,Far,No,855000
Benin,1,1,No,20,High,Non-Estate,Near,Yes,220000
Port Harcourt,4,4,Yes,16,High,Estate,Far,No,1240000
Port Harcourt,2,1,No,16,High,Estate,Near,No,495000
Port Harcourt,4,3,Yes,8,Medium,Non-Estate,Near,No,705000
Lagos,3,2,No,12,Low,Non-Estate,Near,Yes,725000
Abuja,4,4,No,12,Medium,Estate,Far,No,980000
Ibadan,4,4,No,8,Medium,Estate,Far,Yes,415000
Lagos,1,1,Yes,16,Low,Non-Estate,Near,No,445000
Lagos,1,1,No,12,Medium,Estate,Far,Yes,335000
Lagos,2,1,Yes,16,Medium,Non-Estate,Near,Yes,760000
Abuja,3,3,No,4,Low,Estate,Far,Yes,590000
Ilorin,4,2,No,4,Medium,Estate,Near,Yes,270000
Lagos,2,1,No,24,Low,Non-Estate,Near,No,555000
Abuja,3,2,Yes,12,Medium,Non-Estate,Near,No,1005000
Lagos,2,2,No,12,Medium,Non-Estate,Far,No,480000
Ilorin,4,2,No,12,Low,Estate,Far,Yes,275000
Lagos,5,3,Yes,8,High,Non-Estate,Near,No,1450000
Abuja,2,1,No,16,Low,Non-Estate,Near,No,490000
Ibadan,2,2,Yes,4,Medium,Estate,Near,Yes,320000
Ibadan,1,1,No,12,High,Estate,Near,No,265000
Abuja,3,2,No,12,High,Estate,Near,Yes,1075000
Abuja,3,2,No,20,Low,Non-Estate,Near,Yes,950000
Abuja,1,1,No,12,High,Non-Estate,Near,Yes,405000
Lagos,2,2,Yes,4,High,Estate,Far,No,530000
Lagos,2,2,Yes,12,Medium,Estate,Far,Yes,610000
Abuja,3,2,No,4,Medium,Estate,Near,Yes,815000
Lagos,3,3,No,8,Low,Non-Estate,Far,No,625000
Lagos,1,1,Yes,0,Medium,Estate,Near,Yes,345000
Port Harcourt,3,2,No,12,Medium,Estate,Far,Yes,540000
Ilorin,3,2,No,4,High,Non-Estate,Near,No,180000
Port Harcourt,2,1,Yes,12,Medium,Non-Estate,Far,Yes,435000
Lagos,1,1,No,20,Medium,Estate,Near,No,455000
Lagos,3,2,Yes,16,Low,Non-Estate,Near,Yes,950000
Ilorin,5,3,No,4,Low,Estate,Far,No,305000
Lagos,2,1,Yes,8,Low,Non-Estate,Near,Yes,570000
Lagos,2,1,No,16,Low,Non-Estate,Near,No,515000
Port Harcourt,2,1,No,20,Medium,Non-Estate,Far,Yes,475000
Port Harcourt,3,2,No,0,High,Non-Estate,Far,No,410000
Port Harcourt,2,1,No,16,Medium,Estate,Near,No,475000
Lagos,2,1,No,12,Medium,Non-Estate,Near,No,450000
Lagos,3,3,Yes,12,Medium,Estate,Near,Yes,970000
Ilorin,3,3,No,24,Medium,Estate,Far,No,345000
Lagos,2,1,No,16,Medium,Non-Estate,Near,Yes,620000
Port Harcourt,2,2,No,20,Medium,Non-Estate,Far,No,460000
Ibadan,3,3,Yes,8,Medium,Non-Estate,Near,Yes,470000
Port Harcourt,1,1,Yes,12,Low,Estate,Near,Yes,335000
Abuja,1,1,No,12,Low,Non-Estate,Near,Yes,425000
Lagos,4,3,No,8,Medium,Estate,Near,No,960000
Port Harcourt,1,1,No,12,High,Non-Estate,Far,Yes,315000
Benin,3,2,No,8,Medium,Estate,Near,Yes,340000
Benin,4,2,Yes,4,High,Estate,Far,Yes,440000
Lagos,2,1,No,8,Medium,Estate,Near,No,450000
Lagos,2,1,No,16,Medium,Non-Estate,Near,No,475000
Benin,3,3,No,20,Medium,Estate,Near,Yes,435000
Ibadan,4,3,Yes,12,High,Non-Estate,Far,No,640000
Benin,4,3,Yes,12,Low,Estate,Far,No,395000
Lagos,3,3,Yes,4,Medium,Estate,Near,Yes,860000
Port Harcourt,1,1,No,20,Low,Estate,Far,Yes,380000
Ibadan,3,2,Yes,12,Medium,Non-Estate,Near,Yes,385000
Port Harcourt,2,1,Yes,16,High,Estate,Far,No,560000
Abuja,2,2,No,16,Medium,Estate,Far,No,650000
Lagos,1,1,Yes,8,Medium,Non-Estate,Far,Yes,350000
Port Harcourt,2,2,Yes,12,High,Estate,Far,Yes,590000
Lagos,3,2,Yes,24,Medium,Non-Estate,Far,Yes,925000
Abuja,2,1,Yes,4,Medium,Estate,Far,Yes,535000
Ilorin,2,1,No,16,High,Non-Estate,Near,No,210000
Abuja,2,1,No,24,Medium,Estate,Near,No,850000
Ibadan,4,4,No,8,Medium,Non-Estate,Far,Yes,425000
Lagos,3,3,No,20,Low,Non-Estate,Far,No,735000
Port Harcourt,2,1,No,20,Low,Non-Estate,Near,Yes,515000
Ilorin,1,1,No,16,Medium,Non-Estate,Near,No,145000
Lagos,2,2,Yes,8,Medium,Non-Estate,Far,Yes,630000
Lagos,4,2,Yes,8,High,Estate,Far,No,1035000
Abuja,3,2,No,0,High,Estate,Near,Yes,790000
Lagos,3,3,Yes,16,High,Non-Estate,Near,Yes,1225000
Ibadan,3,3,Yes,16,Medium,Non-Estate,Near,No,465000
Benin,2,2,No,12,High,Estate,Near,Yes,265000
Abuja,4,3,No,8,Medium,Non-Estate,Far,No,840000
Lagos,3,3,Yes,4,Medium,Estate,Far,No,655000
Abuja,1,1,Yes,16,Medium,Non-Estate,Near,No,505000
Ibadan,1,1,No,16,Low,Non-Estate,Near,No,185000
Lagos,3,2,No,20,Low,Non-Estate,Far,Yes,755000
Port Harcourt,4,3,Yes,16,High,Estate,Near,No,1365000
Port Harcourt,2,1,No,16,Medium,Non-Estate,Near,No,425000
Port Harcourt,4,2,No,16,Medium,Non-Estate,Far,Yes,705000
Lagos,3,2,No,12,Medium,Estate,Far,No,645000
Ibadan,2,2,Yes,12,High,Non-Estate,Near,No,395000
Lagos,1,1,Yes,20,Medium,Non-Estate,Far,No,465000
Lagos,1,1,No,16,Medium,Estate,Near,Yes,505000
Benin,3,2,No,8,Low,Estate,Near,No,265000
Ibadan,2,1,Yes,4,Medium,Estate,Near,Yes,290000
Lagos,2,1,No,8,High,Non-Estate,Near,No,475000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,Yes,925000
Lagos,3,3,Yes,8,Medium,Non-Estate,Near,Yes,925000
Lagos,1,1,No,8,Medium,Estate,Far,No,310000
Lagos,2,1,Yes,12,High,Non-Estate,Far,No,620000
Lagos,2,2,No,4,Medium,Non-Estate,Near,No,430000
Abuja,3,3,No,16,Medium,Non-Estate,Near,Yes,1015000
Ibadan,4,2,No,12,Medium,Estate,Near,No,460000
Port Harcourt,2,2,No,12,Low,Non-Estate,Near,No,340000
Port Harcourt,4,3,No,4,High,Non-Estate,Near,No,590000
Lagos,3,3,Yes,8,High,Estate,Far,Yes,1005000
Ilorin,3,3,No,12,High,Non-Estate,Near,Yes,275000
Ibadan,3,3,No,16,High,Non-Estate,Near,No,405000
Ibadan,2,2,Yes,16,High,Estate,Near,Yes,425000
Ibadan,1,1,Yes,8,Medium,Non-Estate,Near,No,210000
Benin,3,3,Yes,12,High,Estate,Far,Yes,540000
Abuja,3,2,No,8,Medium,Non-Estate,Near,No,745000
Lagos,3,2,No,24,Low,Estate,Near,No,970000
Port Harcourt,2,1,No,24,Medium,Estate,Far,No,575000
Ibadan,4,2,No,12,High,Non-Estate,Near,Yes,450000
Ibadan,3,3,No,16,Medium,Non-Estate,Near,No,405000
Abuja,1,1,No,16,High,Non-Estate,Far,Yes,415000
Lagos,2,1,No,16,Low,Non-Estate,Far,No,485000
Abuja,3,2,No,16,Medium,Non-Estate,Near,Yes,970000
Benin,3,2,No,24,Medium,Non-Estate,Near,No,400000
Port Harcourt,2,2,No,12,Low,Non-Estate,Far,No,360000
Abuja,4,3,No,12,Low,Estate,Near,Yes,1195000
Lagos,2,1,No,16,Low,Estate,Near,No,645000
Abuja,2,2,No,16,High,Estate,Near,Yes,805000
Benin,4,3,No,16,Low,Non-Estate,Near,No,410000
Port Harcourt,4,3,No,8,Medium,Estate,Near,No,645000
Ibadan,3,3,No,8,Low,Estate,Near,Yes,410000
Abuja,4,3,No,4,Medium,Estate,Far,Yes,750000
Port Harcourt,1,1,No,12,Medium,Non-Estate,Near,No,250000
Lagos,4,2,Yes,12,Medium,Estate,Near,Yes,1260000
Ibadan,2,1,Yes,24,Medium,Estate,Near,Yes,430000
Abuja,2,1,No,12,Low,Non-Estate,Far,Yes,450000
Abuja,2,2,No,16,Medium,Non-Estate,Near,Yes,680000
Port Harcourt,2,1,No,8,High,Estate,Near,Yes,515000
Benin,2,1,No,16,Low,Non-Estate,Near,Yes,205000
Lagos,2,1,No,12,Medium,Estate,Near,Yes,630000
Ibadan,1,1,Yes,16,Low,Non-Estate,Far,No,235000
Lagos,2,2,Yes,8,Low,Estate,Near,No,640000
Abuja,3,2,No,12,Medium,Non-Estate,Near,Yes,805000
Lagos,2,1,Yes,12,Medium,Non-Estate,Far,No,470000
Abuja,2,1,No,12,Low,Non-Estate,Near,No,495000
Abuja,3,2,No,20,Medium,Estate,Near,Yes,990000
Lagos,4,4,No,20,High,Non-Estate,Near,No,1095000
Abuja,3,2,No,24,High,Estate,Far,No,1125000
Benin,2,1,No,16,High,Non-Estate,Near,Yes,255000
Lagos,3,2,Yes,24,Medium,Non-Estate,Near,Yes,1175000
Ibadan,2,1,No,16,Medium,Non-Estate,Near,Yes,290000
Abuja,1,1,No,8,Medium,Non-Estate,Near,No,395000
Port Harcourt,2,1,Yes,12,Low,Non-Estate,Far,Yes,390000
Lagos,4,2,Yes,8,Medium,Non-Estate,Far,No,710000
Lagos,2,1,Yes,0,Medium,Estate,Far,No,445000
Lagos,1,1,Yes,4,Medium,Non-Estate,Far,Yes,285000
Lagos,1,1,No,0,High,Non-Estate,Far,Yes,290000
Lagos,4,2,No,16,Low,Non-Estate,Near,Yes,860000
Port Harcourt,3,3,No,12,Medium,Non-Estate,Near,Yes,575000
Benin,2,1,No,8,Low,Non-Estate,Near,Yes,175000
Ibadan,3,3,No,16,Medium,Non-Estate,Near,No,375000
Port Harcourt,3,3,Yes,16,Low,Non-Estate,Near,No,705000
Lagos,3,3,No,24,Medium,Estate,Near,Yes,925000
Lagos,2,1,No,12,Medium,Non-Estate,Near,No,415000
Abuja,4,3,No,12,Medium,Non-Estate,Near,Yes,1005000
Lagos,2,1,No,8,Medium,Estate,Far,Yes,425000
Abuja,3,3,No,8,Medium,Estate,Near,No,885000
Abuja,1,1,Yes,8,Medium,Non-Estate,Near,Yes,430000
Abuja,2,2,No,12,Medium,Estate,Far,No,540000
Abuja,2,2,No,24,Medium,Non-Estate,Near,No,695000
Ibadan,3,2,Yes,0,High,Non-Estate,Near,No,315000
Ibadan,1,1,No,4,Medium,Non-Estate,Near,Yes,125000
Abuja,3,3,No,4,Medium,Non-Estate,Far,Yes,545000
Benin,2,1,Yes,16,High,Non-Estate,Far,Yes,290000
Ilorin,3,2,No,8,High,Non-Estate,Near,No,215000
Abuja,4,4,Yes,12,High,Estate,Near,No,1825000
Abuja,3,2,No,4,Medium,Non-Estate,Near,No,650000
Abuja,3,3,Yes,12,Medium,Non-Estate,Near,No,895000
Benin,3,3,No,4,Medium,Non-Estate,Far,No,195000
Benin,2,2,Yes,12,Medium,Non-Estate,Far,No,260000
Lagos,4,2,Yes,4,High,Estate,Near,Yes,1180000
Abuja,2,1,Yes,16,Medium,Non-Estate,Far,No,780000
Port Harcourt,3,2,No,12,High,Non-Estate,Near,No,500000
Abuja,3,2,No,16,Medium,Estate,Far,Yes,885000
Lagos,2,1,No,12,Medium,Non-Estate,Far,No,465000
Benin,2,1,No,8,High,Non-Estate,Near,No,230000
Port Harcourt,2,1,No,4,High,Non-Estate,Far,No,275000
Ibadan,4,2,Yes,12,High,Non-Estate,Near,No,605000
Benin,4,3,No,12,High,Estate,Near,Yes,465000
Ibadan,3,2,Yes,12,Medium,Non-Estate,Far,Yes,350000
Abuja,3,2,No,16,Medium,Estate,Near,Yes,975000
Port Harcourt,4,3,No,16,High,Non-Estate,Near,Yes,795000
Lagos,1,1,No,16,Medium,Non-Estate,Far,Yes,395000
Port Harcourt,2,1,Yes,4,Medium,Non-Estate,Far,Yes,395000
Lagos,3,2,No,12,Medium,Non-Estate,Near,No,710000
Port Harcourt,4,3,Yes,4,Medium,Estate,Near,Yes,780000
Lagos,4,4,Yes,16,Low,Non-Estate,Near,Yes,1045000
Lagos,2,2,Yes,8,Medium,Non-Estate,Near,Yes,555000
Lagos,1,1,No,4,Low,Non-Estate,Far,Yes,250000
Lagos,2,1,No,20,Medium,Estate,Near,Yes,725000
Ibadan,2,1,Yes,12,High,Non-Estate,Near,Yes,350000
Ibadan,2,1,Yes,8,Medium,Non-Estate,Near,Yes,290000
Abuja,3,3,No,0,High,Non-Estate,Near,Yes,665000
Lagos,1,1,No,12,Medium,Non-Estate,Far,Yes,300000
Lagos,4,4,Yes,20,High,Estate,Near,No,1820000
Lagos,2,1,Yes,12,Low,Non-Estate,Near,Yes,580000
Lagos,3,2,No,24,Low,Non-Estate,Far,No,805000
Benin,1,1,No,4,High,Estate,Near,Yes,170000
Lagos,2,2,No,12,High,Non-Estate,Near,Yes,535000
Abuja,1,1,No,16,Low,Non-Estate,Near,Yes,430000
Lagos,5,3,Yes,12,High,Estate,Near,No,1715000
Lagos,4,2,Yes,4,Medium,Estate,Near,Yes,830000
Abuja,2,1,Yes,12,High,Estate,Near,No,965000
Port Harcourt,2,1,Yes,12,Medium,Estate,Near,No,495000
Lagos,4,4,No,16,Medium,Estate,Far,Yes,1095000
Lagos,2,1,No,16,Medium,Estate,Near,No,675000
Abuja,2,2,No,16,Medium,Estate,Far,Yes,725000
Lagos,3,2,Yes,16,Medium,Non-Estate,Far,Yes,840000
Lagos,4,3,No,8,Medium,Non-Estate,Near,Yes,675000
Ilorin,1,1,No,12,Low,Estate,Near,Yes,120000
Port Harcourt,2,2,Yes,16,Medium,Non-Estate,Near,Yes,600000
Port Harcourt,4,2,No,24,Low,Non-Estate,Near,No,775000
Abuja,2,1,Yes,4,High,Non-Estate,Far,Yes,575000
Abuja,1,1,Yes,12,Medium,Non-Estate,Near,No,550000
Abuja,3,2,No,8,High,Non-Estate,Far,Yes,700000
Port Harcourt,4,3,No,8,High,Estate,Far,No,740000
Ibadan,2,1,Yes,12,Medium,Estate,Near,Yes,375000
Lagos,5,4,Yes,12,High,Non-Estate,Near,No,1510000
Abuja,3,2,No,0,Medium,Non-Estate,Near,No,510000
Abuja,1,1,No,16,Low,Non-Estate,Far,Yes,380000
Benin,5,4,No,16,Medium,Estate,Far,Yes,620000
Port Harcourt,2,1,Yes,24,Medium,Non-Estate,Near,Yes,635000
Abuja,2,1,Yes,4,High,Non-Estate,Near,Yes,650000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,Yes,885000
Port Harcourt,2,1,Yes,12,Medium,Estate,Far,No,435000
Lagos,1,1,Yes,8,Medium,Non-Estate,Far,Yes,405000
Abuja,1,1,Yes,12,Medium,Non-Estate,Near,Yes,515000
Lagos,2,1,No,16,Low,Non-Estate,Near,Yes,545000
Port Harcourt,4,3,Yes,0,Medium,Non-Estate,Near,No,635000
Lagos,3,2,No,24,High,Estate,Near,Yes,1285000
Abuja,5,4,Yes,16,High,Non-Estate,Far,Yes,1770000
Benin,2,1,No,16,Medium,Estate,Near,Yes,295000
Lagos,2,1,Yes,16,Medium,Non-Estate,Far,Yes,585000
Abuja,2,1,No,8,Low,Estate,Near,No,555000
Abuja,2,1,Yes,16,Medium,Non-Estate,Near,No,655000
Lagos,2,2,No,8,High,Non-Estate,Near,No,445000
Ibadan,3,3,No,20,Medium,Non-Estate,Far,No,345000
Lagos,4,2,No,4,Low,Non-Estate,Far,No,520000
Abuja,5,3,Yes,8,High,Non-Estate,Near,Yes,1305000
Port Harcourt,2,1,No,12,High,Non-Estate,Near,Yes,470000
Port Harcourt,4,3,No,8,Medium,Estate,Near,Yes,685000
Port Harcourt,2,1,Yes,12,Low,Estate,Near,Yes,580000
Lagos,1,1,No,12,Low,Non-Estate,Far,Yes,275000
Lagos,4,3,No,20,Low,Estate,Near,Yes,1055000
Ibadan,3,3,No,12,Medium,Non-Estate,Near,Yes,360000
Abuja,2,1,No,8,Low,Estate,Far,Yes,500000
Ibadan,2,2,No,8,High,Non-Estate,Near,No,240000
Ibadan,2,1,No,12,High,Non-Estate,Near,No,320000
Ibadan,3,3,No,12,Medium,Non-Estate,Near,Yes,350000
Abuja,2,2,No,16,Medium,Estate,Far,No,725000
Abuja,5,3,No,4,Medium,Estate,Near,No,950000
Ibadan,1,1,No,8,High,Estate,Near,No,230000
Abuja,2,1,No,8,High,Estate,Far,Yes,600000
Lagos,2,1,Yes,8,Low,Non-Estate,Near,No,565000
Benin,3,3,No,8,Low,Non-Estate,Far,Yes,235000
Benin,2,2,Yes,16,High,Estate,Far,No,310000
Abuja,3,2,Yes,8,Medium,Non-Estate,Far,No,770000
Lagos,4,2,Yes,12,Low,Non-Estate,Far,No,870000
Abuja,4,3,No,12,Medium,Estate,Near,Yes,1025000
Ibadan,4,2,Yes,8,High,Non-Estate,Near,No,475000
Benin,4,3,No,16,Low,Estate,Far,Yes,455000
Lagos,3,2,No,12,High,Non-Estate,Near,Yes,665000
Lagos,4,3,Yes,12,Low,Non-Estate,Near,Yes,1045000
Benin,2,1,Yes,16,High,Estate,Far,No,340000
Abuja,2,1,No,8,Medium,Non-Estate,Near,No,510000
Abuja,2,1,No,20,Medium,Non-Estate,Near,No,555000
Ilorin,2,1,No,12,Medium,Estate,Far,Yes,185000
Lagos,2,2,No,12,High,Non-Estate,Far,Yes,480000
Port Harcourt,5,4,No,20,High,Non-Estate,Far,Yes,1040000
Lagos,2,1,No,16,Medium,Non-Estate,Far,Yes,505000
Abuja,1,1,No,12,Medium,Non-Estate,Far,Yes,430000
Ibadan,3,3,No,16,Medium,Non-Estate,Far,Yes,335000
Abuja,1,1,No,12,Medium,Non-Estate,Near,Yes,370000
Ilorin,1,1,Yes,12,High,Non-Estate,Far,No,165000
Port Harcourt,2,1,No,4,Low,Non-Estate,Near,No,275000
Abuja,2,2,No,4,Medium,Estate,Near,No,550000
Lagos,2,1,No,16,Medium,Non-Estate,Near,Yes,625000
Abuja,3,3,Yes,4,Low,Estate,Near,Yes,1040000
Abuja,3,3,No,4,High,Estate,Near,Yes,830000
Lagos,2,1,Yes,16,Medium,Non-Estate,Near,Yes,680000
Abuja,2,2,Yes,0,Medium,Non-Estate,Near,No,570000
Abuja,2,1,Yes,8,High,Non-Estate,Near,Yes,640000
Ibadan,3,3,No,12,Medium,Non-Estate,Near,No,350000
Port Harcourt,1,1,Yes,12,Medium,Non-Estate,Far,No,305000
Ibadan,1,1,Yes,16,Low,Non-Estate,Far,Yes,210000
Lagos,3,2,Yes,12,Medium,Estate,Far,Yes,1035000
Lagos,2,2,No,12,Low,Estate,Near,No,595000
Port Harcourt,1,1,Yes,16,Medium,Estate,Far,No,390000
Abuja,2,1,Yes,12,Medium,Non-Estate,Near,No,740000
Lagos,4,2,No,12,Medium,Estate,Near,No,895000
Ibadan,4,3,No,20,Medium,Estate,Far,Yes,640000
Ibadan,3,2,Yes,12,Low,Non-Estate,Far,Yes,355000
Abuja,2,1,Yes,8,High,Non-Estate,Far,Yes,620000
Lagos,3,2,Yes,0,Low,Non-Estate,Far,Yes,485000
Ibadan,5,4,No,12,High,Estate,Near,Yes,750000
Port Harcourt,5,3,No,0,Medium,Non-Estate,Far,Yes,500000
Ibadan,2,1,No,12,Medium,Non-Estate,Far,No,200000
Ibadan,4,2,Yes,16,Medium,Non-Estate,Far,No,590000
Ibadan,2,1,No,12,High,Non-Estate,Far,Yes,300000
Abuja,2,1,Yes,8,Medium,Estate,Near,Yes,760000
Lagos,3,2,Yes,16,Medium,Non-Estate,Near,No,990000
Port Harcourt,2,2,No,8,High,Estate,Near,Yes,570000
Port Harcourt,4,3,No,16,High,Estate,Near,No,1020000
Ibadan,1,1,Yes,12,Medium,Estate,Near,No,255000
Lagos,3,2,No,4,High,Non-Estate,Near,Yes,690000
Lagos,4,3,No,20,Medium,Non-Estate,Far,Yes,995000
Benin,4,2,No,8,Low,Non-Estate,Far,No,235000
Ibadan,2,2,No,24,Medium,Non-Estate,Far,Yes,315000
Benin,2,1,No,0,Medium,Estate,Near,Yes,170000
Ibadan,3,2,No,8,Medium,Non-Estate,Near,Yes,355000
Port Harcourt,2,1,No,4,High,Non-Estate,Far,No,335000
Port Harcourt,5,4,No,0,Medium,Non-Estate,Near,Yes,685000
Benin,4,2,Yes,16,Low,Non-Estate,Far,No,440000
Port Harcourt,2,1,No,16,High,Estate,Far,Yes,500000
Port Harcourt,1,1,Yes,16,Medium,Non-Estate,Near,Yes,420000
Lagos,1,1,Yes,8,High,Non-Estate,Far,No,370000
Abuja,4,4,No,12,High,Non-Estate,Near,Yes,1190000
Ibadan,2,1,Yes,16,High,Non-Estate,Far,Yes,405000
Lagos,2,1,No,12,High,Non-Estate,Near,Yes,585000
Lagos,2,2,No,16,Low,Estate,Near,Yes,705000
Abuja,3,2,No,12,Medium,Non-Estate,Far,Yes,665000
Lagos,1,1,Yes,4,Low,Non-Estate,Far,No,325000
Lagos,2,1,Yes,16,Medium,Estate,Far,No,630000
Abuja,4,3,No,16,Medium,Estate,Near,No,1225000
Benin,4,2,No,16,Low,Non-Estate,Far,No,320000
Abuja,3,3,Yes,4,High,Estate,Far,No,975000
Lagos,1,1,Yes,8,High,Estate,Far,No,420000
Lagos,2,1,No,8,Medium,Non-Estate,Far,No,375000
Port Harcourt,3,3,Yes,8,Medium,Non-Estate,Far,Yes,635000
Abuja,2,1,No,8,Medium,Estate,Far,Yes,550000
Ibadan,4,2,No,16,High,Non-Estate,Near,No,515000
Port Harcourt,3,3,No,12,Medium,Non-Estate,Near,Yes,580000
Ibadan,1,1,Yes,12,Medium,Non-Estate,Near,No,250000
Lagos,4,4,Yes,8,Medium,Non-Estate,Far,Yes,1100000
Port Harcourt,5,4,Yes,20,Medium,Non-Estate,Far,Yes,1170000
Lagos,1,1,No,4,High,Estate,Far,No,320000
Benin,3,2,No,16,Low,Non-Estate,Near,Yes,310000
Port Harcourt,2,1,No,24,Low,Estate,Near,No,470000
Abuja,2,2,No,16,High,Estate,Near,No,785000
Lagos,2,1,Yes,24,High,Non-Estate,Near,No,805000
Lagos,3,3,No,16,High,Estate,Near,Yes,960000
Port Harcourt,5,4,No,8,Medium,Non-Estate,Far,Yes,765000
Lagos,3,2,No,8,Medium,Non-Estate,Near,Yes,590000
Port Harcourt,1,1,Yes,8,Medium,Estate,Near,No,320000
Lagos,3,2,No,0,Low,Estate,Near,Yes,580000
Port Harcourt,2,1,No,16,Medium,Non-Estate,Far,Yes,450000
Ibadan,4,4,No,8,Low,Non-Estate,Far,Yes,425000
Ibadan,2,1,Yes,16,Medium,Non-Estate,Near,Yes,340000
Ibadan,2,1,No,8,High,Non-Estate,Far,No,200000
Lagos,2,1,Yes,12,Medium,Estate,Near,Yes,630000
Lagos,3,3,No,24,High,Estate,Near,Yes,1155000
Port Harcourt,2,2,No,8,Medium,Non-Estate,Near,No,335000
Abuja,3,3,No,16,Medium,Estate,Near,No,1110000
Abuja,2,2,No,16,Medium,Non-Estate,Far,No,675000
Lagos,2,1,No,8,High,Non-Estate,Far,No,490000
Lagos,2,2,Yes,12,Medium,Non-Estate,Far,Yes,660000
Lagos,4,4,Yes,8,High,Non-Estate,Near,Yes,1235000
Benin,4,2,No,16,Low,Non-Estate,Near,No,380000
Lagos,2,1,No,12,High,Non-Estate,Near,No,610000
Port Harcourt,2,2,Yes,12,Low,Non-Estate,Near,No,495000
Lagos,1,1,Yes,16,High,Non-Estate,Near,No,485000
Port Harcourt,3,3,No,8,Medium,Non-Estate,Near,No,445000
Abuja,2,2,No,16,High,Non-Estate,Far,Yes,725000
Benin,4,3,No,20,Medium,Non-Estate,Far,Yes,395000
Benin,4,3,Yes,20,Low,Non-Estate,Near,No,575000
Abuja,2,1,No,16,High,Estate,Near,No,805000
Benin,2,1,No,12,Low,Estate,Near,No,235000
Ilorin,4,3,No,24,Low,Estate,Near,No,350000
Ibadan,4,3,No,8,High,Estate,Near,Yes,535000
Ibadan,1,1,Yes,12,Low,Non-Estate,Near,Yes,215000
Lagos,2,1,No,4,Low,Estate,Far,Yes,425000
Port Harcourt,2,1,Yes,24,Medium,Non-Estate,Far,No,550000
Lagos,2,1,Yes,16,High,Non-Estate,Near,Yes,890000
Lagos,2,1,No,16,Low,Estate,Far,Yes,580000
Ilorin,1,1,No,4,Medium,Estate,Near,No,115000
Abuja,3,2,No,16,Medium,Non-Estate,Far,Yes,885000
Ibadan,2,2,No,16,High,Non-Estate,Near,No,375000
Ibadan,1,1,No,16,High,Non-Estate,Near,Yes,210000
Benin,2,1,No,8,High,Non-Estate,Near,Yes,240000
Ilorin,4,3,Yes,12,Medium,Non-Estate,Near,No,320000
Lagos,4,3,No,4,Medium,Non-Estate,Near,No,660000
Lagos,2,1,Yes,12,Low,Estate,Far,Yes,550000
Abuja,2,2,No,8,Medium,Non-Estate,Far,No,500000
Lagos,5,4,Yes,8,High,Estate,Near,Yes,1610000
Lagos,2,1,No,4,Medium,Non-Estate,Near,Yes,410000
Abuja,2,1,No,8,Low,Non-Estate,Far,Yes,475000
Ibadan,2,2,No,4,Medium,Non-Estate,Far,No,200000
